Chinese Words,_apinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,Chinese Usage in a Sentence Hint,Band 0 HSK,Dao,Color
沟通,gōutōng,"verb: to communicate
noun: communication",良好的沟通是解决问题的关键，他们之间缺乏沟通。,"Good communication is key to solving problems, and they lack that between them.",良好的__是解决问题的关键，他们之间缺乏__。,Band5,6.3,5
光线,guāngxiàn,noun: light; lighting,这个房间的光线很好。,The lighting in this room is very good.,这个房间的__很好。,Band5,3.2,5
关怀,guānhuái,noun/verb: care; concern; to care for,老师非常关怀学生。,The teacher cares deeply about the students.,老师非常__学生。,Band5,3.9,5
关键,guānjiàn,noun/adjective: key; crucial,这是成功的关键。,This is the key to success.,这是成功的__。,Band5,3.8,5
估计,gūjì,"verb: to estimate / guess
adverb: probably / I suppose",他今天没来，估计是临时有事。,He didn’t show up today—probably had something come up.,他今天没来，__是临时有事。,Band5,Unknown,5
古老,gǔlǎo,adjective: ancient; old,这座城市有着古老的历史。,This city has an ancient history.,这座城市有着__的历史。,Band5,3.2,5
贺卡,hèkǎ,noun: greeting card,我收到了一张生日贺卡。,I received a birthday greeting card.,我收到了一张生日__。,Band5,4.3,5
后悔,hòuhuǐ,verb: to regret / noun: regret,我后悔没有早点开始学习中文。,I regret not starting Chinese earlier.,我__没有早点开始学习中文。,Band5,2.1,5
回报,huíbào,verb/noun: to repay; return; reward,我希望以后能回报父母。,I hope I can repay my parents in the future.,我希望以后能__父母。,Band5,3.5,5
恢复,huīfù,verb: to recover; to restore,他手术后恢复得很快。,He recovered quickly after the surgery.,他手术后__得很快。,Band5,2.2,5
回收,huíshōu,verb: to recycle; to recover,这些瓶子可以回收利用。,These bottles can be recycled and reused.,这些瓶子可以__利用。,Band5,2.5,5
活力,huólì,noun: energy; vitality,年轻人充满了活力。,Young people are full of vitality.,年轻人充满了__。,Band5,3.2,5
火灾,huǒzāi,noun: fire; blaze,昨晚发生了一场严重的火灾。,A serious fire broke out last night.,昨晚发生了一场严重的__。,Band5,2.6,5
胡子,húzi,noun: beard; moustache,他留着浓密的胡子。,He has a thick beard.,他留着浓密的__。,Band5,4.4,5
奖励,jiǎnglì,noun/verb: reward; to reward,老师奖励了表现优秀的学生。,The teacher rewarded the students who performed well.,老师__了表现优秀的学生。,Band5,3.2,5
艰难,jiānnán,"adjective: difficult / tough
noun: difficulty (as in 艰难的日子)",在最艰难的日子里，他靠朋友的帮助坚持了下来。,"During his most difficult days, he managed to keep going with help from friends.",在最__的日子里，他靠朋友的帮助坚持了下来。,Band5,8.4,5
建造,jiànzào,verb: to build / construct (esp. large-scale structures),他们正在建造一座新的图书馆，预计明年完工。,They’re building a new library that should be finished next year.,他们正在__一座新的图书馆，预计明年完工。,Band5,5.1,5
建筑,jiànzhù,"noun: building / architecture
verb: to construct",这座建筑是由著名建筑师亲自设计并建造的。,This building was designed and constructed by a famous architect.,这座__是由著名__师亲自设计并建造的。,Band5,2.1,5
交代,jiāodài,verb: to explain; to hand over; to instruct,他向老师交代了事情经过。,He explained what happened to the teacher.,他向老师__了事情经过。,Band5,4.3,5
加以,jiāyǐ,verb phrase: to carry out; to apply (formal usage),我们必须加以改进。,We must make improvements.,我们必须__改进。,Band5,3.9,5
接触,jiēchù,verb/noun: to come into contact with; contact,我最近开始接触编程。,I recently started getting into programming.,我最近开始__编程。,Band5,3.11,5
警告,jǐnggào,verb/noun: to warn; warning,老师警告学生不要作弊。,The teacher warned the students not to cheat.,老师__学生不要作弊。,Band5,3.9,5
尽管,jǐnguǎn,conjunction: although; even though / adverb: freely; without hesitation,尽管天气不好，他们还是决定出去。,"Although the weather was bad, they still decided to go out.",__天气不好，他们还是决定出去。,Band5,2.5,5
机器人,jīqìrén,noun: robot,那家公司正在研发机器人。,That company is developing robots.,那家公司正在研发__。,Band5,3.7,5
即使,jíshǐ,conjunction: even if,即使下雨，他也会按时到场。,"Even if it rains, he’ll still arrive on time.",__下雨，他也会按时到场。,Band5,3.11,5
举动,jǔdòng,noun: action; behavior,他的举动很奇怪。,His behavior is strange.,他的__很奇怪。,Band5,3.9,5
拒绝,jùjué,verb: to refuse,她礼貌但坚定地拒绝了那份不适合自己的工作。,She politely but firmly refused the job that didn’t suit her.,她礼貌但坚定地__了那份不适合自己的工作。,Band5,1.7,5
居然,jūrán,adverb: unexpectedly; actually,他居然忘了今天的考试。,He actually forgot today’s exam.,他__忘了今天的考试。,Band5,3.11,5
开幕,kāimù,verb: to open; opening ceremony,电影节今晚正式开幕。,The film festival officially opens tonight.,电影节今晚正式__。,Band5,3.2,5
靠近,kàojìn,verb: to approach; to get close to,不要靠近危险区域。,Do not go near the dangerous area.,不要__危险区域。,Band5,2.6,5
可怜,kělián,adjective: pitiful; poor thing,那只受伤的小猫很可怜。,That injured kitten is very pitiful.,那只受伤的小猫很__。,Band5,3.1,5
渴望,kěwàng,verb: to long for / to thirst for,她渴望被理解，也渴望拥有真正的友情。,She longs to be understood and to have true friendship.,她__被理解，也渴望拥有真正的友情。,Band5,Unknown,5
可惜,kěxī,adjective/adverb: what a pity; unfortunately,这么好的机会，错过了真可惜。,It’s such a pity to miss such a good opportunity.,这么好的机会，错过了真__。,Band5,3.5,5
困扰,kùnrǎo,verb: to trouble / bother,这个问题困扰了我很久，我一直找不到解决办法。,This issue has been bothering me for a long time—I can’t find a solution.,这个问题__了我很久，我一直找不到解决办法。,Band5,Unknown,5
朗读,lǎngdú,verb: to read aloud,老师让学生朗读课文。,The teacher asked the students to read the text aloud.,老师让学生__课文。,Band5,2.6,5
劳动,láodòng,noun/verb: labor; to work physically,劳动最光荣。,Labor is most honorable.,__最光荣。,Band5,3.1,5
连接,liánjiē,verb/noun: to connect; connection,这座桥连接两座城市。,This bridge connects two cities.,这座桥__两座城市。,Band5,4.3,5
联络,liánluò,verb / noun: to contact / connection,有事请随时联络我，我手机一直开着。,Contact me anytime—my phone’s always on.,有事请随时__我，我手机一直开着。,Band5,3.1,5
脸色,liǎnsè,noun: facial expression; complexion,他的脸色看起来不太好。,His complexion does not look very good.,他的__看起来不太好。,Band5,3.6,5
立场,lìchǎng,noun: standpoint / position (on an issue),在这件事上，他的立场一直很坚定。,He’s always been firm in his stance on this issue.,在这件事上，他的__一直很坚定。,Band5,Unknown,5
厉害,lìhài,adjective:厉害; impressive; severe,她的中文非常厉害。,Her Chinese is very impressive.,她的中文非常__。,Band5,3.5,5
领带,lǐngdài,noun: necktie; tie,他今天戴了一条蓝色领带。,He wore a blue tie today.,他今天戴了一条蓝色__。,Band5,3.6,5
铃声,língshēng,noun: ringing sound; ringtone,上课铃声响了。,The class bell rang.,上课__响了。,Band5,4.2,5
例外,lìwài,noun: exception,大家都要遵守规定，没有人是例外。,Everyone must follow the rules—no exceptions.,大家都要遵守规定，没有人是__。,Band5,6.1,5
明亮,míngliàng,adjective: bright; well-lit,这个房间非常明亮。,This room is very bright.,这个房间非常__。,Band5,2.6,5
命令,mìnglìng,noun/verb: order; command,他命令大家立刻离开。,He ordered everyone to leave immediately.,他__大家立刻离开。,Band5,2.6,5
明明,míngmíng,adverb: obviously; clearly,他明明知道答案，却不肯说。,He obviously knew the answer but refused to say it.,他__知道答案，却不肯说。,Band5,3.7,5
摩擦,mócā,verb/noun: to rub / friction / conflict,轮胎和地面摩擦产生热量，双方也因误会产生摩擦。,"The tires generated heat through friction, and the two sides also had conflict due to misunderstandings.",轮胎和地面__产生热量，双方也因误会产生__。,Band5,8.2,5
模范,mófàn,noun: role model / example,她是我们班的学习模范，大家都向她学习。,She’s the academic role model in our class—everyone looks up to her.,她是我们班的学习__，大家都向她学习。,Band5,Unknown,5
模仿,mófǎng,verb: to imitate / to mimic,孩子喜欢模仿大人的说话方式。,Children like to imitate the way adults speak.,孩子喜欢__大人的说话方式。,Band5,2.2,5
模糊,móhú,adjective/verb: blurry; vague; to blur,这张照片看起来很模糊。,This photo looks very blurry.,这张照片看起来很__。,Band5,3.1,5
目光,mùguāng,"noun: gaze / vision (literal or figurative, e.g., foresight)",他的目光坚定，看得出来他已经下定决心了。,His gaze was firm—you could tell he had made up his mind.,他的__坚定，看得出来他已经下定决心了。,Band5,2.7,5
模样,múyàng,noun: appearance; look,他生气时的模样很可怕。,He looks scary when he is angry.,他生气时的__很可怕。,Band5,2.5,5
难得,nándé,adjective/adverb: rare; hard to come by,这是一次难得的机会。,This is a rare opportunity.,这是一次__的机会。,Band5,3.9,5
年龄,niánlíng,noun: age,她虽然年龄不大，但经验非常丰富。,"Although she’s not very old, she has a wealth of experience.",她虽然__不大，但经验非常丰富。,Band5,2.2,5
皮肤,pífū,noun: skin,她的皮肤很好。,Her skin is very good.,她的__很好。,Band5,3.4,5
品种,pǐnzhǒng,noun: breed; variety; species,这里有很多不同品种的花。,There are many different varieties of flowers here.,这里有很多不同__的花。,Band5,3.3,5
瞧,qiáo,verb (spoken): to look / to see,你瞧，那边有一只很可爱的猫！,Look over there—there’s a really cute cat!,你__，那边有一只很可爱的猫！,Band5,Unknown,5
勤奋,qínfèn,adjective: diligent / hardworking,他非常勤奋，每天早起学习。,He’s very diligent and studies early every morning.,他非常__，每天早起学习。,Band5,2.6,5
清理,qīnglǐ,verb: to clean up / to clear out,他正在清理房间，把不用的东西都扔掉了。,He’s cleaning the room and threw out everything unnecessary.,他正在__房间，把不用的东西都扔掉了。,Band5,1.6,5
期望,qīwàng,verb/noun: to expect; expectation,父母对孩子有很高的期望。,Parents have high expectations for their children.,父母对孩子有很高的__。,Band5,3.5,5
仍旧,réngjiù,adverb: still; yet; as before,虽然过了很多年，他仍旧记得那件事。,"Even after many years, he still remembers that incident.",虽然过了很多年，他__记得那件事。,Band5,Unknown,5
人士,rénshì,noun: personage; people from a certain field,很多专业人士参加了会议。,Many professionals attended the meeting.,很多专业__参加了会议。,Band5,3.4,5
忍受,rěnshòu,verb: to endure; to tolerate,我再也无法忍受这种噪音了。,I can no longer tolerate this noise.,我再也无法__这种噪音了。,Band5,2.4,5
如此,rúcǐ,adverb: so / like this,我从没见过他如此激动。,I’ve never seen him this emotional.,我从没见过他__激动。,Band5,5.2,5
上下,shàngxià,noun/adverb: up and down; above and below,他上下打量了我一遍。,He looked me up and down.,他__打量了我一遍。,Band5,3.7,5
稍微,shāowēi,adverb: a little / slightly,菜稍微咸了一点，但还是很好吃。,"The dish is slightly salty, but still tastes great.",菜__咸了一点，但还是很好吃。,Band5,3.6,5
神,shén,"noun: god; deity
adjective (slang): amazing; god-tier",他操作得太神了，队友都把他当成神一样崇拜。,His gameplay was so amazing that his teammates worshipped him like a god.,他操作得太__了，队友都把他当成__一样崇拜。,Band5,Unknown,5
