Chinese Words,pinyin,English Words,Chinese Sentence,_HSK,_Dao,Color,Encountered,ID,Formal
爱上,àishàng,verb: to fall in love with; to become fond of,她渐渐爱上了阅读。,Unknown,4.8,5,0,1875,
丛林,cónglín,noun: jungle; dense forest,探险队走进了丛林。,Band7,4.8,5,0,1876,
打倒,dǎdǎo,verb: to knock down; to defeat,他在比赛中打倒了对手。,Band7,4.8,5,0,1877,
得很,dehěn,phrase: very; extremely,今天的天气热得很。,Unknown,4.8,5,0,1878,
订购,dìnggòu,verb: to order; to purchase by order,我在网上订购了一本书。,Band7,4.8,5,0,1879,
东奔西走,dōngbēn-xīzǒu,idiom: to run around busily; to rush about everywhere,他为了找工作东奔西走。,Band7,4.8,5,0,1880,
行程,xíngchéng,noun: itinerary; journey schedule,旅行社安排好了我们的行程。,Band6,4.8,5,0,1881,
胡乱,húluàn,adverb/adjective: carelessly; randomly; recklessly,不要胡乱回答问题。,Unknown,4.8,5,0,1882,
集邮,jíyóu,verb/noun: to collect stamps; stamp collecting,他从小就喜欢集邮。,Band7,4.8,5,0,1883,
接收,jiēshōu,verb: to receive; to accept,电脑正在接收文件。,Band6,4.8,5,0,1884,
苦心,kǔxīn,noun: painstaking effort; good intention,老师的苦心，我们以后才明白。,Band7,4.8,5,0,1885,
里边,lǐbian,noun: inside; interior,盒子里边有一张纸条。,Band1,4.8,5,0,1886,
木片,mùpiàn,noun: wood chip; piece of wood,地上散落着一些木片。,Unknown,4.8,5,0,1887,
弄伤,nòngshāng,verb: to injure; to hurt accidentally,他不小心弄伤了手。,Unknown,4.8,5,0,1888,
拳王,quánwáng,noun: boxing champion,那位拳王赢得了比赛。,Unknown,4.8,5,0,1889,
人鱼,rényú,noun: mermaid; merman,故事里的人鱼住在深海里。,Unknown,4.8,5,0,1890,
弱小,ruòxiǎo,adjective: weak and small,我们不应该欺负弱小的人。,Unknown,4.8,5,0,1891,
收工,shōugōng,verb: to finish work; to knock off,工人们傍晚六点收工。,Unknown,4.8,5,0,1892,
摔伤,shuāishāng,verb: to get injured from falling,他骑车时不小心摔伤了腿。,Unknown,4.8,5,0,1893,
校庆,xiàoqìng,noun: school anniversary celebration,学校下个月要举行校庆。,Unknown,4.8,5,0,1894,
洋娃娃,yángwáwa,noun: doll,小女孩抱着一个洋娃娃。,Unknown,4.8,5,0,1895,
展览会,zhǎnlǎnhuì,noun: exhibition; expo,我们周末去参观展览会。,Band7,4.8,5,0,1896,
这下,zhèxià,phrase: now; this time; as a result,这下我们终于放心了。,Unknown,4.8,5,0,1897,
本校,běnxiào,noun: this school; our school,本校学生必须穿校服。,Unknown,4.8,5,0,1898,
建校,jiànxiào,verb: to establish a school,本校已经建校五十年了。,Unknown,4.8,5,0,1899,
卡通片,kǎtōngpiàn,noun: cartoon; animated film,弟弟最喜欢看卡通片。,Unknown,4.8,5,0,1900,
练拳,liànquán,verb: to practice boxing or martial arts,爷爷每天早上在公园练拳。,Unknown,4.8,5,0,1901,
打湿,dǎshī,verb: to wet; to make wet,雨水把他的衣服打湿了。,Unknown,4.8,5,0,1902,
遮雨,zhēyǔ,verb: to shelter from rain,这把伞可以遮雨。,Unknown,4.8,5,0,1903,
翻找,fānzhǎo,verb: to rummage; to search through,他在书包里翻找钥匙。,Unknown,4.8,5,0,1904,
一大跳,yīdàtiào,phrase: a big fright; a sudden shock,门突然打开，把我吓了一大跳。,Unknown,4.8,5,0,1905,
必争,bìzhēng,phrase: must fight for; bound to compete for,这场比赛的冠军是大家必争的目标。,Unknown,4.8,5,0,1906,
离去,líqù,verb: to leave; to depart,他没有说话就离去了。,Unknown,4.8,5,0,1907,
气冲冲,qìchōngchōng,adjective/adverb: angrily; in a rage,他气冲冲地走进教室。,Unknown,4.8,5,0,1908,
一早,yīzǎo,noun/adverb: early morning; very early,他一早就出门了。,Band7,4.8,5,0,1909,
抢先,qiǎngxiān,verb/adverb: to rush to be first; before others,他抢先回答了老师的问题。,Unknown,4.8,5,0,1910,
富有,fùyǒu,adjective/verb: rich; to be full of,这个故事富有想象力。,Band6,4.8,5,0,1911,
惊动,jīngdòng,verb: to alarm; to disturb,巨大的响声惊动了邻居。,Unknown,4.8,5,0,1912,
流血,liúxuè,verb: to bleed,他的手指受伤流血了。,Band7,4.8,5,0,1913,
箱子,xiāngzi,noun: box; chest; suitcase,箱子里装满了书。,Band4,4.8,5,0,1914,
海龟,hǎiguī,noun: sea turtle,海龟慢慢爬向大海。,Unknown,4.8,5,0,1915,
插嘴,chāzuǐ,verb: to interrupt; to cut into a conversation,别人在说话时不要插嘴。,Band7,4.8,5,0,1916,
超人,chāorén,noun: superhuman; Superman,小男孩梦想成为超人。,Unknown,4.8,5,0,1917,
倒退,dàotuì,verb: to move backward; to regress,车子慢慢倒退。,Unknown,4.8,5,0,1918,
放置,fàngzhì,verb: to place; to put,请把物品放置整齐。,Band7,4.8,5,0,1919,
会长,huìzhǎng,noun: president; chairperson of an association,学生会会长正在发言。,Band6,4.8,5,0,1920,
获胜,huòshèng,verb: to win; to achieve victory,我们队终于获胜了。,Band7,4.8,5,0,1921,
将要,jiāngyào,adverb: about to; going to,比赛将要开始了。,Band5,4.8,5,0,1922,
叫喊,jiàohǎn,verb/noun: to shout; shouting,他在远处大声叫喊。,Unknown,4.8,5,0,1923,
警觉,jǐngjué,adjective/verb: alert; vigilant; to become alert,听到响声后，小狗立刻警觉起来。,Unknown,4.8,5,0,1924,
热度,rèdù,noun: heat; popularity level,这个话题的热度很高。,Unknown,4.8,5,0,1925,
食用,shíyòng,verb/adjective: to eat; edible,这种植物可以食用。,Band7,4.8,5,0,1926,
投放,tóufàng,verb: to put in; to launch; to release,政府在公园投放了新的回收箱。,Unknown,4.8,5,0,1927,
下蛋,xiàdàn,verb: to lay eggs,母鸡每天都会下蛋。,Unknown,4.8,5,0,1928,
相让,xiāngràng,verb: to yield to each other,兄弟俩懂得相让，很少争吵。,Unknown,4.8,5,0,1929,
引人,yǐnrén,verb phrase: to attract people; eye-catching,这个标题十分引人注意。,Unknown,4.8,5,0,1930,
爱好,àihào,Hobby,我的爱好是画画和看书,Band1,5.1,5,0,1931,
常见,chángjiàn,commonly seen,这是一个很常见的问题,Band2,5.1,5,0,1932,
道路,dào,"Scope: It tends to refer to main roads, highways, or a system of roads. It can also be used metaphorically to mean a path or way (e.g., a path to success).
Formality: It's more common in formal writing, official announcements, news reports, and technical contexts.",城市的道路越来越多了,Band2,5.1,5,0,1933,Formal
大小,dàxiǎo,size,这些箱子的大小都不一样,Band2,5.1,5,0,1934,
例子,lìzi,example,请给我一个简单的例子。,Band2,5.1,5,0,1935,
秋天,qiūtiān,fall; autumn,秋天是我最喜欢的季节。,Band2,5.1,5,0,1936,
自由,zìyóu,freedom / free,每个人都应该拥有言论自由。,Band2,5.1,5,0,1937,
表面,biǎomiàn,surface / appearance,表面看起来简单，其实很复杂,Band3,5.1,5,0,1938,
不论,búlùn,no matter / regardless of,不论天气怎么样，我们都要去。,Band3,5.1,5,0,1939,
称为,chēngwéi,"to be called / known as (used in more formal situations, titles, official names, and when emphasizing a specific designation.)",这种植物被称为“生命之花”。,Band3,5.1,5,0,1940,Formal
创造,chuàngzào,"verb: to create / to produce (ideas, conditions, miracles)",我们要努力创造一个更美好的未来。,Band3,5.1,5,0,1941,
传说,chuánshuō,"noun: legend / folklore
verb: it is said",传说这座山住着一条龙，这个传说流传了几百年。,Band3,5.1,5,0,1942,
地区,dìqū,noun: region / area,这个地区夏天非常炎热。,Band3,5.1,5,0,1943,
服装,fúzhuāng,noun: clothing / outfit,她的服装设计很有特色。,Band3,5.1,5,0,1944,
各自,gèzì,pronoun/adverb: each / respectively,他们各自负责不同的任务。,Band3,5.1,5,0,1945,
加快,jiākuài,verb: to speed up / to accelerate,我们需要加快建设进度。,Band3,5.1,5,0,1946,
记者,jìzhě,noun: reporter / journalist,记者正在现场采访受害者。,Band3,5.1,5,0,1947,
生存,shēngcún,verb: to survive / to exist,在极端环境中生存需要特别的技能。,Band3,5.1,5,0,1948,
首先,shǒuxiān,adverb: first of all / firstly,首先，请出示您的身份证。,Band3,5.1,5,0,1949,
行李,xínglǐ,noun: luggage / baggage,他的行李太多，需要用小推车。,Band3,5.1,5,0,1950,
乐队,yuèduì,noun: band (music group),这支摇滚乐队很受年轻人欢迎。,Band3,5.1,5,0,1951,
建造,jiànzào,verb: to build / construct (esp. large-scale structures),他们正在建造一座新的图书馆，预计明年完工。,Band5,5.1,5,0,1952,
次数,cìshù,noun: number of times / frequency,错误的次数越少，说明你掌握得越好。,Band6,5.1,5,0,1953,
草原,cǎoyuán,noun: grassland; prairie,马儿在草原上奔跑。,Band5,5.1,5,0,1954,
夜里,yèlǐ,noun/adverb: at night; during the night,夜里突然下起了大雨。,Band2,5.1,5,0,1955,
总统,zǒngtǒng,noun: president,总统正在发表演讲。,Band4,5.1,5,0,1956,
当年,dāngnián,noun/adverb: in those years; back then,当年他还是一个年轻的学生。,Band5,5.1,5,0,1957,
海面,hǎimiàn,noun: sea surface,海面上漂着一只小船。,Band7,5.1,5,0,1958,
名叫,míngjiào,verb: to be named; called,这只小狗名叫小白。,Unknown,5.1,5,0,1959,
要紧,yàojǐn,adjective: important; serious,这件事很要紧，不能拖延。,Band7,5.1,5,0,1960,
没事,méishì,phrase: it is okay; nothing is wrong,别担心，我没事。,Unknown,5.1,5,0,1961,
爱好,àihào,noun/verb: hobby; to like,我的爱好是画画和看书。,Band1,5.1,5,0,1962,
季节,jìjié,noun: season,春天是我最喜欢的季节。,Band4,5.1,5,0,1963,
落叶,luòyè,noun/verb: fallen leaves; leaves falling,秋天的路上满是落叶。,Unknown,5.1,5,0,1964,
热带,rèdài,noun/adjective: tropics; tropical,新加坡属于热带地区。,Band7,5.1,5,0,1965,
行走,xíngzǒu,verb: to walk; to move on foot,老人在公园里慢慢行走。,Band7,5.1,5,0,1966,
水面,shuǐmiàn,noun: water surface,月亮倒映在水面上。,Band7,5.1,5,0,1967,
进门,jìnmén,verb: to enter the door; to come in,他一进门就脱下鞋子。,Unknown,5.1,5,0,1968,
花生,huāshēng,noun: peanut,桌上有一盘花生。,Band6,5.1,5,0,1969,
工地,gōngdì,noun: construction site,工地上有很多工人。,Band7,5.1,5,0,1970,
果实,guǒshí,noun: fruit; result,树上结满了果实。,Band4,5.1,5,0,1971,
洁白,jiébái,adjective: pure white; spotless white,她穿着一件洁白的裙子。,Unknown,5.1,5,0,1972,
雪花,xuěhuā,noun: snowflake,雪花慢慢地落下来。,Unknown,5.1,5,0,1973,
赶来,gǎnlái,verb: to rush over; to hurry here,听到消息后，他立刻赶来帮忙。,Unknown,5.1,5,0,1974,
胆子,dǎnzi,noun: courage; guts,他的胆子很大，什么都不怕。,Band7,5.1,5,0,1975,
轮流,lúnliú,verb/adverb: to take turns,我们轮流回答老师的问题。,Band7,5.1,5,0,1976,
快活,kuàihuo,adjective: happy; cheerful,孩子们在草地上玩得很快活。,Band5,5.1,5,0,1977,
命名,mìngmíng,verb: to name; to give a name,这条街以一位英雄命名。,Band7,5.1,5,0,1978,
对付,duìfu,verb: to deal with; to handle,他知道怎么对付这个问题。,Band4,5.1,5,0,1979,
顺手,shùnshǒu,adverb/adjective: conveniently; handy,出门时请顺手关灯。,Band7,5.1,5,0,1980,
肥皂,féizào,noun: soap,洗手时要用肥皂。,Band7,5.1,5,0,1981,
透明,tòumíng,adjective: transparent; clear,这个杯子是透明的。,Band4,5.1,5,0,1982,
照射,zhàoshè,verb: to shine on; to irradiate,阳光照射在海面上。,Unknown,5.1,5,0,1983,
飞快,fēikuài,adjective/adverb: extremely fast; very quickly,他飞快地跑向终点。,Unknown,5.1,5,0,1984,
军队,jūnduì,noun: army; military force,军队正在进行训练。,Band6,5.1,5,0,1985,
降落,jiàngluò,verb: to land; to descend,飞机安全降落了。,Band4,5.1,5,0,1986,
预备,yùbèi,verb/noun: to prepare; preparation,比赛开始前，大家都做好预备。,Band5,5.1,5,0,1987,
高潮,gāocháo,noun: climax; high point,故事进入了最精彩的高潮。,Band4,5.1,5,0,1988,
土地,tǔdì,noun: land; soil,农民在土地上种菜。,Band4,5.1,5,0,1989,
皮鞋,píxié,noun: leather shoes,他穿着一双黑色皮鞋。,Band5,5.1,5,0,1990,
宽大,kuāndà,adjective: spacious; loose-fitting; generous,这件衣服有点宽大。,Unknown,5.1,5,0,1991,
下令,xiàlìng,verb: to give an order; to command,将军下令士兵前进。,Band7,5.1,5,0,1992,
色彩,sècǎi,noun: color; hue,这幅画的色彩很鲜艳。,Band4,5.1,5,0,1993,
黑暗,hēi’àn,noun/adjective: darkness; dark,房间里一片黑暗。,Band4,5.1,5,0,1994,
美妙,měimiào,adjective: wonderful; beautiful,她唱出了一首美妙的歌曲。,Band7,5.1,5,0,1995,
之中,zhīzhōng,phrase: among; within,在这些学生之中，他最努力。,Band5,5.1,5,0,1996,
行业,hángyè,noun: industry; profession,他在旅游行业工作。,Band4,5.1,5,0,1997,
农田,nóngtián,noun: farmland,农田里种满了蔬菜。,Unknown,5.1,5,0,1998,
呆呆,dāidāi,adjective/adverb: blankly; dazedly,他呆呆地站在那里。,Unknown,5.1,5,0,1999,
岸边,ànbiān,noun: riverside; shore,孩子们在岸边玩耍。,Unknown,5.1,5,0,2000,
活泼,huópō,adjective: lively; active,她是一个活泼的小女孩。,Band5,5.1,5,0,2001,
焦急,jiāojí,adjective: anxious; worried,妈妈焦急地等待消息。,Band7,5.1,5,0,2002,
机智,jīzhì,adjective: quick-witted; resourceful,他用机智的方法解决了问题。,Band7,5.1,5,0,2003,
反射,fǎnshè,verb/noun: to reflect; reflection,镜子会反射光线。,Unknown,5.1,5,0,2004,
百年,bǎinián,noun: hundred years; century,这座学校已有百年历史。,Unknown,5.1,5,0,2005,
百姓,bǎixìng,noun: common people; ordinary citizens,政府应该关心百姓的生活。,Unknown,5.1,5,0,2006,
冰雪,bīngxuě,noun: ice and snow,山顶覆盖着冰雪。,Band4,5.1,5,0,2007,
波浪,bōlàng,noun: wave,海上的波浪越来越大。,Band6,5.1,5,0,2008,
不顾,bùgù,verb: to ignore; regardless of,他不顾危险冲了进去。,Band5,5.1,5,0,2009,
部位,bùwèi,noun: part; position on the body/object,他的手臂这个部位受伤了。,Band5,5.1,5,0,2010,
财产,cáichǎn,noun: property; assets,他把财产留给了家人。,Band4,5.1,5,0,2011,
场地,chǎngdì,noun: venue; site; open ground,学校正在准备比赛场地。,Band6,5.1,5,0,2012,
成语,chéngyǔ,noun: idiom; set phrase,老师教了我们一个新的成语。,Band5,5.1,5,0,2013,
吃力,chīlì,adjective/verb: strenuous; difficult; to require effort,搬这个箱子很吃力。,Band5,5.1,5,0,2014,
船只,chuánzhī,noun: boats; vessels,港口停着很多船只。,Band6,5.1,5,0,2015,
大地,dàdì,noun: the earth; land,春天让大地充满生机。,Band7,5.1,5,0,2016,
流行,liúxíng,popular / fashionable,这首歌现在很流行。,Band2,5.2,5,0,2017,
友好,yǒuhǎo,friendly,他们对我们非常友好。,Band2,5.2,5,0,2018,
正好,zhènghǎo,Just right,我正好路过，就来看你了。,Band2,5.2,5,0,2019,
对象,duìxiàng,"noun: target / object (of action or study)
noun (colloquial): partner / significant other",他研究的对象是一种新病毒，他的恋爱对象也在同一个实验室。,Band3,5.2,5,0,2020,
分别,fēnbié,"verb: to part / to separate
adverb: respectively
noun: separation",他们分别坐不同的航班离开，那场分别让人很难过,Band3,5.2,5,0,2021,
歌声,gēshēng,noun: singing voice,从远处传来了孩子们快乐的歌声。,Band3,5.2,5,0,2022,
古代,gǔdài,noun: ancient times,古代人是怎么建造长城的？,Band3,5.2,5,0,2023,
开展,kāizhǎn,"verb: to carry out / to launch (activities, projects, campaigns)",学校正在开展环保教育活动。,Band3,5.2,5,0,2024,
强烈,qiángliè,"adjective: intense / strong (emotion, contrast, effect)",他表达了强烈的反对意见。,Band3,5.2,5,0,2025,
人才,réncái,noun: talent / skilled person,公司正在寻找具有国际视野的人才,Band3,5.2,5,0,2026,
世纪,shìjì,noun: century,人们都在期待下一个世纪的科技进步。,Band3,5.2,5,0,2027,
文学,wénxué,noun: literature,他对中国文学特别感兴趣。,Band3,5.2,5,0,2028,
老实,lǎoshi,"adjective: honest / well-behaved
adverb: obediently",他为人老实，做事也老实交代，从不骗人。,Band4,5.2,5,0,2029,
如今,rújīn,adverb: nowadays; now; these days,如今很多人都习惯在网上买东西。,Band4,5.2,5,0,2030,
相反,xiāngfǎn,adjective/adverb: opposite / on the contrary,我以为他会生气，结果相反，他还笑了。,Band4,5.2,5,0,2031,
如此,rúcǐ,adverb: so / like this,我从没见过他如此激动。,Band5,5.2,5,0,2032,
说法,shuōfǎ,noun: way of saying / explanation / claim,关于这件事有很多说法，但官方的说法最可信。,Band5,5.2,5,0,2033,
取代,qǔdài,verb: to replace / to substitute,人工智能正逐渐取代一些传统的工作岗位。,Band7,5.2,5,0,2034,
野外,yěwài,noun: the wild / outdoors,他们计划在野外露营一晚。,Band7,5.2,5,0,2035,
大型,dàxíng,adjective: large-scale; large-sized,这里将举行一场大型活动。,Band4,5.2,5,0,2036,
当兵,dāngbīng,verb: to serve as a soldier; to join the army,他年轻时曾经当兵。,Unknown,5.2,5,0,2037,
低声,dīshēng,adverb: in a low voice,她低声对我说话。,Unknown,5.2,5,0,2038,
动静,dòngjìng,noun: sound of activity; movement,外面一点动静也没有。,Band7,5.2,5,0,2039,
飞舞,fēiwǔ,verb: to flutter; to dance in the air,雪花在空中飞舞。,Unknown,5.2,5,0,2040,
分开,fēnkāi,verb: to separate; to split apart,请把这些书分开摆放。,Band2,5.2,5,0,2041,
丰收,fēngshōu,noun/verb: bumper harvest; to have a good harvest,今年农民获得了丰收。,Band5,5.2,5,0,2042,
高度,gāodù,noun: height; degree,这座大厦的高度超过两百米。,Band5,5.2,5,0,2043,
高声,gāoshēng,adverb: loudly; in a loud voice,他高声喊出了答案。,Unknown,5.2,5,0,2044,
歌舞,gēwǔ,noun: song and dance,晚会上有精彩的歌舞表演。,Band7,5.2,5,0,2045,
各个,gègè,pronoun/adjective: every; each,各个小组都完成了任务。,Band4,5.2,5,0,2046,
各国,gèguó,noun: various countries; all countries,各国代表都出席了会议。,Unknown,5.2,5,0,2047,
古人,gǔrén,noun: ancient people; people of the past,古人用竹简写字。,Band7,5.2,5,0,2048,
