Chinese Words,pinyin,English Words,Question Type,Category,Chinese Usage in a Sentence,English Usage in a sentence,Color,Chinese Usage in a Sentence Hint,Band 0 HSK
实验室,shíyànshì,noun: laboratory,Both,Misc,他们在实验室里工作到很晚。,They worked late into the night in the lab.,5,他们在__里工作到很晚。,Band3
适用,shìyòng,verb: to be applicable / to suit a situation,Both,Misc,这种规定不适用于所有行业。,This rule doesn’t apply to all industries.,5,这种规定不__于所有行业。,Band3
市场,shìchǎng,noun: market (literal and figurative),Both,Misc,他们的产品在国际市场上很受欢迎。,Their products are very popular in the international market.,5,他们的产品在国际__上很受欢迎。,Band3
时代,shídài,noun: era / age / times,Both,Misc,我们正处在一个信息化的时代。,We are living in an information-driven era.,5,我们正处在一个信息化的__。,Band3
事故,shìgù,"noun: accident (usually negative: car, industrial, etc.)",Both,Misc,昨天高速上发生了一起严重的交通事故。,A serious traffic accident happened on the highway yesterday.,5,昨天高速上发生了一起严重的交通__。,Band3
适合,shìhé,verb: to suit / to be suitable for,Both,Misc,这份工作很适合你的性格。,This job suits your personality well.,5,这份工作很__你的性格。,Band3
世纪,shìjì,noun: century,Both,Misc,人们都在期待下一个世纪的科技进步。,People are looking forward to technological advances in the next century.,5,人们都在期待下一个__的科技进步。,Band3
事件,shìjiàn,noun: incident / event (especially major social or political ones),Both,Misc,这次事件引起了社会的广泛关注。,This incident has drawn widespread public attention.,5,这次__引起了社会的广泛关注。,Band3
时刻,shíkè,"noun: moment / time
adverb: always / constantly",Both,Misc,在紧急时刻，他时刻保持冷静。,"At a critical moment, he stayed calm at all times.",5,在紧急__，他时刻保持冷静。,Band3
实力,shílì,noun: strength / capability (esp. of a group or country),Both,Misc,这支球队的实力非常强，几乎无人能敌。,This team is very strong — almost unbeatable.,5,这支球队的__非常强，几乎无人能敌。,Band3
失去,shīqù,"verb: to lose (abstract things: trust, hope, opportunity)",Both,Misc,失去信任比失去金钱更可怕。,Losing trust is more frightening than losing money.,5,__信任比__金钱更可怕。,Band3
事实,shìshí,noun: fact,Both,Misc,无论你怎么解释，事实是不会改变的。,"No matter how you explain it, the facts won’t change.",5,无论你怎么解释，__是不会改变的。,Band3
实行,shíxíng,verb: to implement / to carry out,Both,Misc,政府开始实行新的税收政策。,The government has begun implementing a new tax policy.,5,政府开始__新的税收政策。,Band3
实验,shíyàn,"noun: experiment
verb: to experiment / to test

Used for Scientific experiment or Laboratory, academic research in a generally Formal, academic, scientific context",Both,Misc,科学家正在实验新药，这次实验非常关键。,Scientists are testing a new drug — this experiment is crucial.,5,科学家正在__新药，这次__非常关键。,Band3
试验,shìyàn,"verb: to test / to try out
noun: trial / experiment

used during Trial, test in practice for Real-world application, field on Practical, engineering, product",Both,Misc,新机器正在试验中，这次试验将决定是否投产。,"The new machine is undergoing a trial, which will determine whether it goes into production.",5,新机器正在__中，这次__将决定是否投产。,Band3
事业,shìyè,noun: career / enterprise / cause (more noble or idealistic than gong zuo),Both,Misc,他把教育当作一生的事业来奋斗,He treats education as a lifelong career to pursue.,5,他把教育当作一生的__来奋斗,Band3
适应,shìyìng,verb: to adapt / to get used to,Both,Misc,她很快适应了国外的生活。,She quickly adapted to life abroad.,5,她很快__了国外的生活。,Band3
石油,shíyóu,noun: petroleum / oil,Both,Misc,这个国家依靠出口石油维持经济发展。,This country relies on oil exports to sustain economic growth.,5,这个国家依靠出口__维持经济发展。,Band3
始终,shǐzhōng,adverb: always / from beginning to end (formal/literary tone),Both,Misc,他始终保持着对工作的热情。,He has always maintained his passion for work.,5,他__保持着对工作的热情。,Band3
收费,shōufèi,"verb: to charge a fee
noun: charging / fees",Both,Misc,这个景点开始收费了，而且收费标准也提高了。,"This tourist spot has started charging admission, and the fee standard has increased.",5,这个景点开始__了，而且__标准也提高了。,Band3
收看,shōukàn,verb: to watch (TV broadcast),Both,Misc,很多人都在收看世界杯决赛。,Many people are watching the World Cup final.,5,很多人都在__世界杯决赛。,Band3
收听,shōutīng,verb: to listen to (a broadcast or program),Both,Misc,我每天早上都会收听新闻广播。,I listen to the news broadcast every morning.,5,我每天早上都会__新闻广播。,Band3
首都,shǒudū,noun: capital city,Both,Misc,北京是中国的首都。,Beijing is the capital of China.,5,北京是中国的__。,Band3
受伤,shòushāng,verb: to get injured / to be hurt,English,Misc,他在比赛中不小心受伤了。,He got injured accidentally during the game.,5,他在比赛中不小心__了。,Band3
首先,shǒuxiān,adverb: first of all / firstly,Both,Misc,首先，请出示您的身份证。,"First of all, please show your ID.",5,__，请出示您的身份证。,Band3
手续,shǒuxù,noun: procedures / formalities,Both,Misc,办理签证需要很多手续。,Getting a visa requires many formalities.,5,办理签证需要很多__。,Band3
收音机,shōuyīnjī,noun: radio (device),English,Misc,他喜欢用老式收音机听音乐。,He enjoys listening to music on an old-fashioned radio.,5,他喜欢用老式__听音乐。,Band3
手指,shǒuzhǐ,noun: finger,Both,Body Part,他用手指指向地图上的位置。,He pointed to a spot on the map with his finger.,5,他用__指向地图上的位置。,Band3
熟人,shúrén,noun: acquaintance / familiar person,Both,Misc,他在那家公司有几个熟人。,He has a few acquaintances at that company.,5,他在那家公司有几个__。,Band3
双方,shuāngfāng,noun: both sides / two parties,Both,Misc,合同已经由双方代表签署。,The contract has been signed by both parties’ representatives.,5,合同已经由__代表签署。,Band3
书架,shūjià,noun: bookshelf,English,Misc,书架上摆满了各种各样的书。,The bookshelf is filled with all kinds of books.,5,__上摆满了各种各样的书。,Band3
数量,shùliàng,noun: quantity / amount,Both,Misc,请核对一下产品的数量是否正确。,Please check whether the quantity of products is correct.,5,请核对一下产品的__是否正确。,Band3
输入,shūrù,"verb: to input / to enter (data, code, etc.)",Both,Misc,请输入您的密码。,Please enter your password.,5,请__您的密码。,Band3
属于,shǔyú,verb: to belong to / to be classified as,Both,Misc,这本书属于图书馆的财产。,This book belongs to the library.,5,这本书__图书馆的财产。,Band3
思想,sīxiǎng,noun: thought / ideology / way of thinking,Both,Misc,他的思想比较开放，容易接受新观点。,His thinking is open-minded and receptive to new ideas.,5,他的__比较开放，容易接受新观点。,Band3
速度,sùdù,noun: speed / pace / rate,Both,Misc,请控制行车速度，注意安全。,Please control your driving speed and pay attention to safety.,5,请控制行车__，注意安全。,Band3
随,suí,"verb: to follow
preposition/adverb: along with / as",Both,Misc,他随老师进了教室，成绩也随之提高了。,"He followed the teacher into the classroom, and his grades improved along with it.",5,他__老师进了教室，成绩也随之提高了。,Band3
所长,suǒzhǎng,noun: director of an institute or office,Both,Misc,他是我们研究所的所长，管理着整个团队。,He is the director of our research institute and manages the entire team.,5,他是我们研究所的__，管理着整个团队。,Band3
台,tái,"measure word: for machines, performances
noun: platform / stage / desk",English,Misc,一台电视放在台上，正在播放节目。,"A TV is on the platform, playing a program.",5,一__电视放在__上，正在播放节目。,Band3
谈话,tánhuà,"verb: to have a conversation
noun: conversation / talk
",Chinese Sentence,Misc,他们在办公室里谈话，这次谈话很重要。,"They had a conversation in the office, and it was an important talk.",5,他们在办公室里__，这次__很重要。,Band3
谈判,tánpàn,"verb: to negotiate
noun: negotiation",Both,Misc,双方代表正在谈判，这场谈判将决定合作的成败。,"The two parties are negotiating, and the outcome of the negotiation will decide the success of the cooperation.",5,双方代表正在__，这场__将决定合作的成败。,Band3
特色,tèsè,noun: characteristic / distinguishing feature,Both,Misc,这家饭馆的菜有地方特色。,这家饭馆的菜有地方特色。,5,这家饭馆的菜有地方__。,Band3
调,tiáo,"verb: to adjust / to transfer
noun: tone / key (music)",Both,Misc,他被调去另一个部门，也调了音调来适应新环境。,He was transferred to another department and also adjusted the pitch to suit the new environment.,5,他被__去另一个部门，也__了音__来适应新环境。,Band3
跳高,tiàogāo,noun/verb: high jump / to do the high jump,English,Misc,他是学校跳高比赛的冠军。,He is the high jump champion of the school.,5,他是学校__比赛的冠军。,Band3
跳远,tiàoyuǎn,noun/verb: long jump / to do the long jump,English,Misc,她在跳远中发挥得很好，打破了校纪录。,She performed well in the long jump and broke the school record.,5,她在__中发挥得很好，打破了校纪录。,Band3
调整,tiáozhěng,"verb: to adjust / to revise
noun: adjustment",Both,Misc,我们需要对计划做出调整，这次调整比较大。,"We need to make adjustments to the plan, and this one is significant.",5,我们需要对计划做出__，这次__比较大。,Band3
铁,tiě,"noun: iron
adjective (figurative): strong / determined",Both,Misc,他有铁一般的意志，也是一名铁人三项选手。,He has iron willpower and is also a triathlon athlete.,5,他有__一般的意志，也是一名__人三项选手。,Band3
