Chinese Words,pinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,_HSK,_Dao,Color,Encountered,ID
国情,guóqíng,noun: national conditions; country-specific situation,每个国家都有不同的国情。,Every country has different national conditions.,Band7,5.3,5,0,2148
后人,hòurén,noun: later generations; descendants,他的故事被后人记住了。,His story was remembered by later generations.,Band7,5.3,5,0,2149
怀念,huáiniàn,verb: to miss; to remember fondly,我很怀念小时候的日子。,I really miss the days of my childhood.,Band4,5.3,5,0,2150
混乱,hùnluàn,adjective/noun: chaotic; disorder,现场一片混乱。,The scene was completely chaotic.,Band6,5.3,5,0,2151
火光,huǒguāng,noun: firelight; flames,远处传来一片火光。,Firelight appeared in the distance.,Unknown,5.3,5,0,2152
几百,jǐbǎi,numeral phrase: several hundred,广场上有几百个人。,There were several hundred people in the square.,Unknown,5.3,5,0,2153
几千,jǐqiān,numeral phrase: several thousand,这场活动吸引了几千名观众。,This event attracted several thousand spectators.,Unknown,5.3,5,0,2154
记号,jìhào,noun: mark; symbol,请在重要的地方做个记号。,Please make a mark at the important parts.,Band7,5.3,5,0,2155
继承,jìchéng,verb: to inherit; to carry on,他继承了父亲的事业。,He inherited his father’s business.,Band5,5.3,5,0,2156
检验,jiǎnyàn,verb/noun: to inspect; to test; inspection,医生需要检验血液样本。,The doctor needs to test the blood sample.,Band5,5.3,5,0,2157
建国,jiànguó,verb/noun: to found a country; founding of a nation,建国以后，人民的生活慢慢改善。,"After the country was founded, people’s lives slowly improved.",Unknown,5.3,5,0,2158
将军,jiāngjūn,noun: general,将军下令部队前进。,The general ordered the troops to advance.,Band6,5.3,5,0,2159
奖金,jiǎngjīn,noun: prize money; bonus,他比赛获胜后得到了奖金。,He received prize money after winning the competition.,Band4,5.3,5,0,2160
降低,jiàngdī,verb: to lower; to reduce,我们应该降低用电量。,We should reduce electricity usage.,Band4,5.3,5,0,2161
交错,jiāocuò,verb/adjective: to crisscross; interlaced,山路和河流交错在一起。,Mountain paths and rivers crisscrossed together.,Unknown,5.3,5,0,2162
交待,jiāodài,verb: to explain; to account for; to hand over,他向老师交待了事情经过。,He explained what happened to the teacher.,Unknown,5.3,5,0,2163
脚印,jiǎoyìn,noun: footprint,沙滩上留下了一串脚印。,A line of footprints was left on the beach.,Band6,5.3,5,0,2164
教员,jiàoyuán,noun: teacher; instructor,那位教员正在讲课。,That instructor is teaching a lesson.,Unknown,5.3,5,0,2165
紧密,jǐnmì,adjective/adverb: close; closely connected,两个部门保持紧密合作。,The two departments maintain close cooperation.,Band4,5.3,5,0,2166
竞争,jìngzhēng,verb/noun: to compete; competition,这次比赛的竞争很激烈。,The competition in this contest is intense.,Band5,5.3,5,0,2167
敬爱,jìng’ài,verb/adjective: to respect and love; beloved,学生们都很敬爱这位老师。,The students all respect and love this teacher.,Band7,5.3,5,0,2168
绝不,juébù,adverb: absolutely not; never,我绝不会放弃。,I will absolutely not give up.,Unknown,5.3,5,0,2169
开水,kāishuǐ,noun: boiled water,请给我一杯开水。,Please give me a cup of boiled water.,Band4,5.3,5,0,2170
夸张,kuāzhāng,adjective/verb: exaggerated; to exaggerate,他说话有点夸张。,He speaks a little exaggeratedly.,Band7,5.3,5,0,2171
老爹,lǎodiē,noun: dad; old man; father,老爹年轻时很会唱歌。,Dad was good at singing when he was young.,Unknown,5.3,5,0,2172
立体,lìtǐ,adjective/noun: three-dimensional; solid form,这是一张立体地图。,This is a three-dimensional map.,Band7,5.3,5,0,2173
两边,liǎngbiān,noun: both sides,路的两边种满了树。,Both sides of the road are planted with trees.,Band4,5.3,5,0,2174
两眼,liǎngyǎn,noun: both eyes,他气得两眼发红。,His eyes turned red from anger.,Unknown,5.3,5,0,2175
列车,lièchē,noun: train,列车准时到达车站。,The train arrived at the station on time.,Band4,5.3,5,0,2176
灵感,línggǎn,noun: inspiration,这幅画来自他的灵感。,This painting came from his inspiration.,Band7,5.3,5,0,2177
冒险,màoxiǎn,verb/noun: to take risks; adventure,他喜欢冒险，常常到森林探险。,He likes adventure and often explores forests.,Band7,5.3,5,0,2178
气温,qìwēn,air temperature,今天的气温是二十度。,Today’s temperature is 20 degrees Celsius.,Band2,5.4,5,0,2179
全体,quántǐ,all / entire (group of people),全体学生都参加了活动。,All the students participated in the activity.,Band2,5.4,5,0,2180
温度,wēndù,temperature (in general),今天的温度是二十八度,Today’s temperature is 28°C.,Band2,5.4,5,0,2181
正常,zhèngcháng,normal,一切都恢复正常了。,Everything is back to normal.,Band2,5.4,5,0,2182
长处,chángchù,noun: strength / strong point,每个人都有自己的长处。,Everyone has their own strengths.,Band3,5.4,5,0,2183
年代,niándài,noun: decade / era,这首老歌是上世纪八十年代的作品。,This old song is from the 1980s.,Band3,5.4,5,0,2184
商品,shāngpǐn,noun: goods / merchandise,超市里的所有商品都在打折。,All the goods in the supermarket are on sale.,Band3,5.4,5,0,2185
胜利,shènglì,"noun: victory / success
verb: to win (formal/literary)",他们最终获得了比赛的胜利，这是团队合作的胜利。,They eventually won the match — a victory of teamwork.,Band3,5.4,5,0,2186
适用,shìyòng,verb: to be applicable / to suit a situation,这种规定不适用于所有行业。,This rule doesn’t apply to all industries.,Band3,5.4,5,0,2187
团结,tuánjié,"verb: to unite
noun: unity",他们之间的团结让整个团队更有力量，大家非常团结。,Their unity gave the whole team strength — everyone was very united.,Band3,5.4,5,0,2188
文件,wénjiàn,noun: document / file,请把这个文件发给我。,Please send me this document.,Band3,5.4,5,0,2189
文明,wénmíng,"noun: civilization
adjective: civilized / polite",中国是一个古老的文明，中国人也注重文明礼貌。,"China is an ancient civilization, and its people value civility and politeness.",Band3,5.4,5,0,2190
相比,xiāngbǐ,verb: to compare with,相比之下，今年的收入增长了很多。,"In comparison, this year’s income has increased significantly.",Band3,5.4,5,0,2191
消费,xiāofèi,"verb: to consume / to spend (money)
noun: consumption / spending",假日期间人们的消费增加了，整体消费水平也在上升。,"People’s spending increased during the holidays, and overall consumption is on the rise.",Band3,5.4,5,0,2192
演唱,yǎnchàng,verb: to sing (in performance),她在晚会上演唱了一首经典老歌。,She performed a classic old song at the evening party.,Band3,5.4,5,0,2193
真实,zhēnshí,adjective: true / real / genuine,我们需要了解事件的真实情况。,We need to understand the real situation of the incident.,Band3,5.4,5,0,2194
制定,zhìdìng,"verb: to formulate / to set up (rules, plans, policy)",公司制定了新的员工考核制度。,The company has formulated a new employee evaluation system.,Band3,5.4,5,0,2195
组合,zǔhé,"noun: combination / group
verb: to combine",这个音乐组合由三位歌手组合而成,This music group was formed by combining three singers.,Band3,5.4,5,0,2196
战胜,zhànshèng,verb: to defeat / to overcome,她成功战胜了困难，完成了比赛。,She overcame all the difficulties and completed the competition.,Band4,5.4,5,0,2197
损失,sǔnshī,"noun: loss (financial, material)
verb: to lose (in terms of assets or benefit)",这场火灾造成了巨大的经济损失。,The fire caused massive financial losses.,Band5,5.4,5,0,2198
散发,sànfā,"verb: to emit / to give off (light, smell, energy, etc.)",花朵散发出淡淡的香气，让人心情愉快。,The flowers give off a light fragrance that lifts your mood.,Band7,5.4,5,0,2199
责备,zébèi,verb: to blame / reproach,他没有责备我迟到，反而关心我是不是遇到麻烦了。,"He didn’t blame me for being late—instead, he asked if I was okay.",Band7,5.4,5,0,2200
面向,miànxiàng,verb: to face toward; to target,这间教室面向大海。,This classroom faces the sea.,Band6,5.4,5,0,2201
魔鬼,móguǐ,noun: devil; demon,故事里的魔鬼非常可怕。,The devil in the story is very frightening.,Band7,5.4,5,0,2202
念头,niàntou,noun: thought; idea,他突然有了一个新念头。,He suddenly had a new idea.,Band7,5.4,5,0,2203
炮弹,pàodàn,noun: shell; artillery round,炮弹落在远处的山坡上。,The shell landed on the distant hillside.,Unknown,5.4,5,0,2204
平面,píngmiàn,noun/adjective: flat surface; two-dimensional,这是一张平面地图。,This is a flat map.,Band7,5.4,5,0,2205
评为,píngwéi,verb: to be rated as; to be selected as,他被评为最佳员工。,He was selected as the best employee.,Unknown,5.4,5,0,2206
起点,qǐdiǎn,noun: starting point,比赛的起点在学校门口。,The starting point of the race is at the school entrance.,Band6,5.4,5,0,2207
前人,qiánrén,noun: predecessors; people of earlier generations,我们应该学习前人的智慧。,We should learn from the wisdom of our predecessors.,Unknown,5.4,5,0,2208
枪声,qiāngshēng,noun: gunshot sound,远处传来了枪声。,Gunshots were heard in the distance.,Unknown,5.4,5,0,2209
青春,qīngchūn,noun: youth,青春是人生最美好的时期。,Youth is the best period of life.,Band4,5.4,5,0,2210
趣味,qùwèi,noun: interest; fun; taste,这本书很有趣味。,This book is very interesting.,Band7,5.4,5,0,2211
圈子,quānzi,noun: circle; group,他加入了摄影爱好者的圈子。,He joined a circle of photography enthusiasts.,Band7,5.4,5,0,2212
全年,quánnián,noun/adverb: the whole year; year-round,这里全年天气温暖。,The weather here is warm all year round.,Band2,5.4,5,0,2213
泉水,quánshuǐ,noun: spring water,山里的泉水非常清凉。,The spring water in the mountains is very cool.,Unknown,5.4,5,0,2214
热水,rèshuǐ,noun: hot water,请帮我倒一杯热水。,Please pour me a cup of hot water.,Band6,5.4,5,0,2215
人体,réntǐ,noun: human body,医生正在研究人体结构。,Doctors are studying the structure of the human body.,Band7,5.4,5,0,2216
杀害,shāhài,verb: to kill; to murder,猎人非法杀害野生动物。,Hunters illegally killed wild animals.,Band7,5.4,5,0,2217
上场,shàngchǎng,verb: to go on stage; to enter the field,下一位选手准备上场。,The next contestant is preparing to go on stage.,Band7,5.4,5,0,2218
上游,shàngyóu,noun: upstream,这条河的上游水很清澈。,The water upstream in this river is very clear.,Band7,5.4,5,0,2219
少爷,shàoye,noun: young master; son of a wealthy family,那位少爷从小生活富裕。,That young master grew up in wealth.,Unknown,5.4,5,0,2220
生命力,shēngmìnglì,noun: vitality; life force,这种植物的生命力很强。,This plant has strong vitality.,Unknown,5.4,5,0,2221
生怕,shēngpà,verb: to be afraid that,她生怕自己会迟到。,She was afraid that she would be late.,Band7,5.4,5,0,2222
世代,shìdài,noun: generations,这个传统世代相传。,This tradition has been passed down through generations.,Band7,5.4,5,0,2223
世上,shìshàng,noun: in the world; on earth,世上没有十全十美的人。,There is no perfect person in the world.,Unknown,5.4,5,0,2224
适用,shìyòng,verb/adjective: to apply to; applicable,这条规则适用于所有学生。,This rule applies to all students.,Band3,5.4,5,0,2225
首次,shǒucì,adverb/noun: first time,他首次参加国际比赛。,He participated in an international competition for the first time.,Band6,5.4,5,0,2226
水滴,shuǐdī,noun: water droplet,叶子上挂着小小的水滴。,Tiny water droplets hung on the leaves.,Unknown,5.4,5,0,2227
水汽,shuǐqì,noun: water vapor; steam,浴室里充满了水汽。,The bathroom was full of steam.,Unknown,5.4,5,0,2228
顺便,shùnbiàn,adverb: conveniently; while doing something else,你去超市时顺便帮我买牛奶吧。,"When you go to the supermarket, conveniently help me buy milk.",Band7,5.4,5,0,2229
顺序,shùnxù,noun: order; sequence,请按照顺序排队。,Please line up in order.,Band4,5.4,5,0,2230
孙子,sūnzi,noun: grandson,爷爷很疼爱他的孙子。,Grandpa loves his grandson very much.,Band4,5.4,5,0,2231
太平,tàipíng,adjective/noun: peaceful; peace,百姓都希望过太平的日子。,Ordinary people all hope to live peaceful lives.,Band7,5.4,5,0,2232
谈起,tánqǐ,verb: to mention; to talk about,谈起童年，他总是很开心。,"When talking about childhood, he is always happy.",Band7,5.4,5,0,2233
体温,tǐwēn,noun: body temperature,护士帮他量体温。,The nurse took his body temperature.,Band7,5.4,5,0,2234
顽强,wánqiáng,adjective: tenacious; stubbornly strong,这棵小树顽强地生长着。,This small tree is growing tenaciously.,Band6,5.4,5,0,2235
王国,wángguó,noun: kingdom,故事里有一个美丽的王国。,There is a beautiful kingdom in the story.,Band7,5.4,5,0,2236
往后,wǎnghòu,noun/adverb: from now on; later; backward,往后我们要更加努力。,"From now on, we need to work harder.",Band6,5.4,5,0,2237
往来,wǎnglái,verb/noun: to come and go; contact,两家人一直有往来。,The two families have always kept in contact.,Band6,5.4,5,0,2238
唯有,wéiyǒu,adverb/conjunction: only; only by,唯有努力，才能成功。,Only through hard work can one succeed.,Unknown,5.4,5,0,2239
位于,wèiyú,verb: to be located at,学校位于市中心。,The school is located in the city center.,Band4,5.4,5,0,2240
无穷,wúqióng,adjective: endless; infinite,知识的力量是无穷的。,The power of knowledge is endless.,Band7,5.4,5,0,2241
