Chinese Words,pinyin,English Words,Chinese Sentence,_HSK,_Dao,Color,
居然,jūrán,adverb: unexpectedly; actually,他居然忘了今天的考试。,5,3.11,5,
开幕,kāimù,verb: to open; opening ceremony,电影节今晚正式开幕。,5,3.2,5,
靠近,kàojìn,verb: to approach; to get close to,不要靠近危险区域。,5,2.6,5,
可怜,kělián,adjective: pitiful; poor thing,那只受伤的小猫很可怜。,5,3.1,5,
渴望,kěwàng,verb: to long for / to thirst for,她渴望被理解，也渴望拥有真正的友情。,5,Unknown,5,
可惜,kěxī,adjective/adverb: what a pity; unfortunately,这么好的机会，错过了真可惜。,5,3.5,5,
困扰,kùnrǎo,verb: to trouble / bother,这个问题困扰了我很久，我一直找不到解决办法。,5,Unknown,5,
朗读,lǎngdú,verb: to read aloud,老师让学生朗读课文。,5,2.6,5,
劳动,láodòng,noun/verb: labor; to work physically,劳动最光荣。,5,3.1,5,
连接,liánjiē,verb/noun: to connect; connection,这座桥连接两座城市。,5,4.3,5,
联络,liánluò,verb / noun: to contact / connection,有事请随时联络我，我手机一直开着。,5,3.1,5,
脸色,liǎnsè,noun: facial expression; complexion,他的脸色看起来不太好。,5,3.6,5,
立场,lìchǎng,noun: standpoint / position (on an issue),在这件事上，他的立场一直很坚定。,5,Unknown,5,
厉害,lìhài,adjective:厉害; impressive; severe,她的中文非常厉害。,5,3.5,5,
领带,lǐngdài,noun: necktie; tie,他今天戴了一条蓝色领带。,5,3.6,5,
铃声,língshēng,noun: ringing sound; ringtone,上课铃声响了。,5,4.2,5,
例外,lìwài,noun: exception,大家都要遵守规定，没有人是例外。,5,6.1,5,
明亮,míngliàng,adjective: bright; well-lit,这个房间非常明亮。,5,2.6,5,
命令,mìnglìng,noun/verb: order; command,他命令大家立刻离开。,5,2.6,5,
明明,míngmíng,adverb: obviously; clearly,他明明知道答案，却不肯说。,5,3.7,5,
摩擦,mócā,verb/noun: to rub / friction / conflict,轮胎和地面摩擦产生热量，双方也因误会产生摩擦。,5,8.2,5,
模范,mófàn,noun: role model / example,她是我们班的学习模范，大家都向她学习。,5,Unknown,5,
模仿,mófǎng,verb: to imitate / to mimic,孩子喜欢模仿大人的说话方式。,5,2.2,5,
模糊,móhú,adjective/verb: blurry; vague; to blur,这张照片看起来很模糊。,5,3.1,5,
目光,mùguāng,"noun: gaze / vision (literal or figurative, e.g., foresight)",他的目光坚定，看得出来他已经下定决心了。,5,2.7,5,
模样,múyàng,noun: appearance; look,他生气时的模样很可怕。,5,2.5,5,
难得,nándé,adjective/adverb: rare; hard to come by,这是一次难得的机会。,5,3.9,5,
年龄,niánlíng,noun: age,她虽然年龄不大，但经验非常丰富。,5,2.2,5,
皮肤,pífū,noun: skin,她的皮肤很好。,5,3.4,5,
品种,pǐnzhǒng,noun: breed; variety; species,这里有很多不同品种的花。,5,3.3,5,
瞧,qiáo,verb (spoken): to look / to see,你瞧，那边有一只很可爱的猫！,5,Unknown,5,
勤奋,qínfèn,adjective: diligent / hardworking,他非常勤奋，每天早起学习。,5,2.6,5,
清理,qīnglǐ,verb: to clean up / to clear out,他正在清理房间，把不用的东西都扔掉了。,5,1.6,5,
期望,qīwàng,verb/noun: to expect; expectation,父母对孩子有很高的期望。,5,3.5,5,
仍旧,réngjiù,adverb: still; yet; as before,虽然过了很多年，他仍旧记得那件事。,5,Unknown,5,
人士,rénshì,noun: personage; people from a certain field,很多专业人士参加了会议。,5,3.4,5,
忍受,rěnshòu,verb: to endure; to tolerate,我再也无法忍受这种噪音了。,5,2.4,5,
如此,rúcǐ,adverb: so / like this,我从没见过他如此激动。,5,5.2,5,
上下,shàngxià,noun/adverb: up and down; above and below,他上下打量了我一遍。,5,3.7,5,
稍微,shāowēi,adverb: a little / slightly,菜稍微咸了一点，但还是很好吃。,5,3.6,5,
神,shén,"noun: god; deity
adjective (slang): amazing; god-tier",他操作得太神了，队友都把他当成神一样崇拜。,5,Unknown,5,
深处,shēnchù,noun: deep place / deep inside (physical or abstract),森林深处，有一条几乎没人知道的小路。,5,7.18,5,
神奇,shénqí,adjective: magical; amazing,这是一个神奇的故事。,5,4.2,5,
神情,shénqíng,noun: expression; look on one’s face,他的神情看起来很紧张。,5,3.1,5,
社区,shèqū,noun: community; neighborhood,这个社区非常安静。,5,2.6,5,
时常,shícháng,adverb: often; frequently,他时常帮助邻居。,5,3.9,5,
时光,shíguāng,noun: time; days; years,童年的时光总是特别快乐。,5,2.4,5,
视频,shìpín,noun: video,这段社团介绍视频拍得很用心。,5,Unknown,5,
试图,shìtú,verb: to attempt / try to,他试图解释清楚，但对方不愿意听。,5,Unknown,5,
手段,shǒuduàn,noun: means / method (often neutral or slightly negative),他为了达到目的，采用了不正当的手段。,5,Unknown,5,
收集,shōují,verb: to collect; to gather,他喜欢收集邮票。,5,2.5,5,
摔倒,shuāidǎo,verb: to fall down,小孩不小心摔倒了。,5,3.1,5,
水分,shuǐfèn,noun: moisture; water content,这种水果的水分很多。,5,3.4,5,
睡眠,shuìmián,noun: sleep,良好的睡眠对健康很重要。,5,3.8,5,
说法,shuōfǎ,noun: way of saying / explanation / claim,关于这件事有很多说法，但官方的说法最可信。,5,5.2,5,
熟悉,shúxī,adjective/verb: familiar with; to know well,我对这里的环境很熟悉。,5,2.6,5,
搜索,sōusuǒ,verb/noun: to search,警察正在搜索失踪的人。,5,3.5,5,
随意,suíyì,"adjective: casual; not strict
adverb: casually; at will",这家餐厅气氛很随意，你可以随意点自己想吃的。,5,4.7,5,
损害,sǔnhài,"verb: to damage / to harm (abstract things like rights, reputation, health)",吸烟严重损害健康。,5,Unknown,5,
损失,sǔnshī,"noun: loss (financial, material)
verb: to lose (in terms of assets or benefit)",这场火灾造成了巨大的经济损失。,5,5.4,5,
抬头,táitóu,verb: to raise one’s head; to look up,她抬头看着天空。,5,3.6,5,
体力,tǐlì,noun: physical strength; stamina,搬这些箱子需要很多体力。,5,3.1,5,
提示,tíshì,verb/noun: to remind; hint; prompt,老师给了我们一些提示。,5,4.3,5,
为难,wéi nán,adjective/verb: difficult; embarrassed; to make things difficult,这件事让我很为难。,5,2.5,5,
围绕,wéirào,verb: to revolve around; to center on,这次讨论围绕环保问题展开。,5,4.3,5,
唯一,wéiyī,adjective: only; sole; unique,她是我唯一的妹妹。,5,3.6,5,
为止,wéizhǐ,phrase: up to; until,到目前为止，一切都很顺利。,5,3.1,5,
香肠,xiāngcháng,noun: sausage,早餐里有鸡蛋和香肠。,5,4.4,5,
乡村,xiāngcūn,noun: countryside; village area,他喜欢乡村安静的生活。,5,3.2,5,
享受,xiǎngshòu,verb: to enjoy,我很享受这段假期。,5,3.9,5,
详细,xiángxì,adjective: detailed,请把计划写得更详细一点，方便大家理解。,5,2.3,5,
鲜艳,xiānyàn,adjective: bright-colored; vivid,她穿着一件颜色鲜艳的裙子。,5,3.4,5,
消防,xiāofáng,noun/adjective: firefighting; fire prevention,消防人员很快赶到了现场。,5,3.3,5,
戏剧,xìjù,noun: drama / play,这部戏剧感人至深，许多观众都哭了。,5,2.5,5,
行驶,xíngshǐ,verb: to drive; to travel,车辆正在高速公路上行驶。,5,3.8,5,
信念,xìnniàn,noun: conviction / strong belief (often secular or motivational),他坚守自己的信念，不轻易放弃理想。,5,Unknown,5,
欣赏,xīnshǎng,verb: to appreciate; to admire; to enjoy,我很欣赏他的工作态度。,5,1.3,5,
心疼,xīnténg,verb/adjective: to feel distressed; to love dearly,看到他受伤，我很心疼。,5,3.6,5,
询问,xúnwèn,verb: to inquire; to ask,他向工作人员询问路线。,5,3.11,5,
严厉,yánlì,adjective: strict; severe,老师对迟到的学生很严厉。,5,3.8,5,
邀请,yāoqǐng,"verb: to invite
noun: invitation",他正式发出了邀请，邀请朋友们参加他的生日聚会。,5,2.2,5,
夜间,yèjiān,noun/adjective: nighttime; nocturnal,夜间开车要特别小心。,5,3.6,5,
一旦,yídàn,conjunction: once / in case,一旦开始，就不要轻易放弃。,5,8.1,5,
饮食,yǐnshí,noun: diet; food and drink,健康的饮食很重要。,5,3.9,5,
以往,yǐwǎng,noun/adverb: in the past; formerly,今年比以往更忙。,5,3.1,5,
依照,yīzhào,preposition / verb: according to; in accordance with,请依照说明操作，否则可能会出错。,5,Unknown,5,
拥有,yōngyǒu,verb: to possess; to own; to have,他一直梦想拥有一栋大房子。,5,2.1,5,
有害,yǒuhài,adjective: harmful,吸烟对身体健康有害。,5,Unknown,5,
幽默,yōumò,adjective/noun: humorous; humor,他讲话很幽默。,5,3.6,5,
尤其,yóuqí,adverb: especially; particularly,我喜欢很多水果，尤其是西瓜。,5,3.8,5,
友谊,yǒuyì,noun: friendship,他们之间的友谊非常深厚。,5,3.8,5,
远处,yuǎnchù,noun: the distance; far away,我看见远处有一座山。,5,3.1,5,
灾害,zāihài,noun: disaster; calamity,洪水造成了严重的灾害。,5,2.7,5,
早期,zǎoqī,noun/adjective: early stage; early period,这是他早期的作品。,5,3.3,5,
赠送,zèngsòng,verb: to give as a gift,这家店消费满一百元就会赠送小礼物，我上次就收到了一支笔。,5,2.4,5,
展示,zhǎnshì,verb: to display; to show,她向大家展示了自己的作品。,5,2.2,5,
招生,zhāoshēng,verb: to recruit students; admissions,那所学校正在招生。,5,3.4,5,
真诚,zhēnchéng,adjective: sincere; genuine,他很真诚地向我道歉。,5,3.1,5,
震惊,zhènjīng,"verb: to shock
adjective: shocking",这个震惊的消息让所有人都感到十分震惊。,5,Unknown,5,
珍惜,zhēnxī,verb: to treasure / to cherish,我们要珍惜现在拥有的一切。,5,1.3,5,
真相,zhēnxiàng,noun: truth; the real situation,我终于知道事情的真相了。,5,3.1,5,
珍珠,zhēnzhū,noun: pearl,她戴着一条珍珠项链。,5,2.1,5,
治安,zhì'ān,noun: public security / law and order,这个城市的治安良好，晚上出门也很安心。,5,Unknown,5,
只不过,zhǐbùguò,conjunction/adverb: merely; only; just that,我只不过是开个玩笑而已。,5,2.3,5,
指示,zhǐshì,noun/verb: instruction; to instruct,请按照指示操作。,5,3.1,5,
之外,zhīwài,noun (phrase): outside of / besides,除了学习之外，他还喜欢打篮球和弹吉他。,5,4.7,5,
之下,zhīxià,phrase: under; beneath,在老师的指导之下，他进步很快。,5,3.1,5,
指责,zhǐzé,verb: to criticize / to blame,他做错了事，却还指责别人没帮他。,5,3.1,5,
终点,zhōngdiǎn,noun: finish line; destination,他终于跑到了终点。,5,2.6,5,
转换,zhuǎnhuàn,verb: to convert; to switch; to transform,请把文件转换成PDF格式。,5,2.6,5,
主办,zhǔbàn,verb: to organize; to host,这场活动由学校主办。,5,3.9,5,
祝贺,zhùhè,verb: to congratulate,大家都来祝贺他获得冠军。,5,2.3,5,
主体,zhǔtǐ,noun: main body; main part,这栋建筑的主体已经完成。,5,4.3,5,
注重,zhùzhòng,verb: to pay attention to; to emphasize,他很注重健康饮食。,5,3.9,5,
自豪,zìháo,adjective / verb: proud (in a positive sense),我为我是这个团队的一员感到非常自豪。,5,2.2,5,
总算,zǒngsuàn,adverb: finally; at last,我们总算完成了任务。,5,3.4,5,
尊敬,zūnjìng,verb: to respect,学生们都很尊敬这位认真负责的老师。,5,3.7,5,
遵守,zūnshǒu,verb: to obey; to comply with,无论在公司还是在学校，都应该遵守规则。,5,2.2,5,
组织,zǔzhī,noun/verb: organization; to organize,他负责组织这次活动。,5,3.11,5,
罢了,bàle,modal particle: just / nothing more than (downplaying tone),我只是提醒你一下罢了，没有别的意思。,6,8.5,5,
保健,bǎojiàn,noun/verb: health care; to keep healthy,现在很多人注重保健。,6,3.9,5,
暴雨,bàoyǔ,noun: rainstorm; heavy rain,昨晚下了一场暴雨。,6,3.5,5,
本地,běndì,noun/adjective: local; this area,这家餐厅提供很多本地美食。,6,2.2,5,
奔跑,bēnpǎo,verb: to run quickly; to sprint,孩子们在草地上奔跑。,6,3.7,5,
便是,biànshì,phrase/verb: then is; precisely is,努力学习，成功便是你的。,6,3.11,5,
拨打,bōdǎ,verb: to dial; to make a phone call,有问题的话，请拨打这个号码。,6,2.2,5,
不禁,bùjīn,adverb/verb: cannot help but,听到那个笑话后，我不禁笑了出来。,6,2.2,5,
补课,bǔkè,verb: to make up lessons; extra classes,他周末要去补课。,6,3.9,5,
不料,bùliào,conjunction/adverb: unexpectedly,我以为会下雨，不料天气突然放晴。,6,3.11,5,
仓库,cāngkù,noun: warehouse / storage,器材全都放在学校的旧仓库里了。,6,Unknown,5,
重建,chóngjiàn,verb: to rebuild; to reconstruct,地震后，人们开始重建家园。,6,3.4,5,
宠物,chǒngwù,noun: pet,她养了一只很可爱的宠物。,6,2.6,5,
创意,chuàngyì,noun: creativity; creative idea,这个广告很有创意。,6,2.2,5,
厨师,chúshī,noun: chef; cook,那位厨师做菜很好吃。,6,3.7,5,
次数,cìshù,noun: number of times / frequency,错误的次数越少，说明你掌握得越好。,6,5.1,5,
从没,cóngméi,adverb: never,我从没见过这样的风景。,6,3.6,5,
错过,cuòguò,verb: to miss; to let slip by,我不想错过这次机会。,6,3.9,5,
当天,dàngtiān,noun/adverb: that day; on the same day,他当天就完成了任务。,6,3.9,5,
当作,dàngzuò,verb: to treat as / to regard as,她把写作当作一种放松的方式。,6,2.5,5,
担忧,dānyōu,verb: to worry / noun: worry,父母很担忧孩子的安全。,6,2.2,5,
电动,diàndòng,adjective: electric-powered,他买了一辆电动自行车。,6,3.9,5,
电器,diànqì,noun: electrical appliance,这家店卖各种电器。,6,3.6,5,
抵抗,dǐkàng,verb/noun: to resist; resistance,我们必须抵抗不公平的待遇。,6,3.8,5,
动画,dònghuà,noun: animation; cartoon,这部动画很受小孩子欢迎。,6,3.8,5,
斗争,dòuzhēng,verb/noun: to struggle / fight (literal or figurative),他正在和自己的懒惰进行激烈的斗争。,6,Unknown,5,
短片,duǎnpiàn,noun: short film; video clip,我昨天看了一部感人的短片。,6,3.9,5,
对抗,duìkàng,verb/noun: to resist; to confront; confrontation,我们必须一起对抗困难。,6,2.6,5,
队伍,duìwǔ,noun: team; line; ranks,门口已经排起了长长的队伍。,6,2.2,5,
犯规,fànguī,"verb: to commit a foul
noun: foul / rule violation",他比赛时多次犯规，最后被罚下场。,6,Unknown,5,
反抗,fǎnkàng,verb/noun: to resist; resistance,人们开始反抗不公平的制度。,6,3.3,5,
凡是,fánshì,conjunction: every; any; all that,凡是努力学习的人都会进步。,6,2.2,5,
发起,fāqǐ,verb: to launch; to initiate,学生们发起了一场活动。,6,2.5,5,
愤怒,fènnù,adjective/noun: angry; anger,听到这个消息后，他非常愤怒。,6,3.11,5,
歌词,gēcí,noun: lyrics,这首歌的歌词很感人，我听了好几遍。,6,Unknown,5,
攻击,gōngjī,verb/noun: to attack; attack,那只动物突然攻击了游客。,6,2.5,5,
公众,gōngzhòng,noun: the public,新的政策将向公众公布，征求意见。,6,1.5,5,
公主,gōngzhǔ,noun: princess,小女孩梦想成为公主。,6,3.6,5,
广阔,guǎngkuò,adjective: vast; wide; expansive,这里有一片广阔的草原。,6,3.1,5,
海浪,hǎilàng,noun: sea wave; ocean wave,海浪不断拍打着岸边。,6,3.5,5,
和谐,héxié,adjective: harmonious,他们的关系非常和谐，几乎从不吵架。,6,2.5,5,
幻想,huànxiǎng,noun/verb: fantasy; to fantasize,他常常幻想自己成为英雄。,6,3.6,5,
回应,huíyìng,verb/noun: to respond; response,他没有回应我的问题。,6,3.7,5,
户外,hùwài,noun: outdoors / adjective: outdoor,很多人喜欢参加户外活动。,6,1.3,5,
杰出,jiéchū,adjective: outstanding; remarkable,他是一位杰出的科学家。,6,3.1,5,
截止,jiézhǐ,verb: to close; to end at / noun: deadline,报名截止日期是下星期五。,6,2.2,5,
景点,jǐngdiǎn,noun: scenic spot; tourist attraction,这个城市有很多著名景点。,6,2.3,5,
