Chinese Words,pinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,_HSK,_Dao,Color
依照,yīzhào,preposition / verb: according to; in accordance with,请依照说明操作，否则可能会出错。,"Please operate according to the instructions, otherwise mistakes may occur.",Band5,Unknown,5
拥有,yōngyǒu,verb: to possess; to own; to have,他一直梦想拥有一栋大房子。,He has always dreamed of owning a big house.,Band5,2.1,5
有害,yǒuhài,adjective: harmful,吸烟对身体健康有害。,Smoking is harmful to health.,Band5,Unknown,5
幽默,yōumò,adjective/noun: humorous; humor,他讲话很幽默。,He speaks in a very humorous way.,Band5,3.6,5
尤其,yóuqí,adverb: especially; particularly,我喜欢很多水果，尤其是西瓜。,"I like many fruits, especially watermelon.",Band5,3.8,5
友谊,yǒuyì,noun: friendship,他们之间的友谊非常深厚。,Their friendship is very deep.,Band5,3.8,5
远处,yuǎnchù,noun: the distance; far away,我看见远处有一座山。,I saw a mountain in the distance.,Band5,3.1,5
灾害,zāihài,noun: disaster; calamity,洪水造成了严重的灾害。,The flood caused serious disasters.,Band5,2.7,5
早期,zǎoqī,noun/adjective: early stage; early period,这是他早期的作品。,This is one of his early works.,Band5,3.3,5
赠送,zèngsòng,verb: to give as a gift,这家店消费满一百元就会赠送小礼物，我上次就收到了一支笔。,This store gives a small gift when you spend over 100 yuan — I got a pen last time.,Band5,2.4,5
展示,zhǎnshì,verb: to display; to show,她向大家展示了自己的作品。,She showed her work to everyone.,Band5,2.2,5
招生,zhāoshēng,verb: to recruit students; admissions,那所学校正在招生。,That school is recruiting students.,Band5,3.4,5
真诚,zhēnchéng,adjective: sincere; genuine,他很真诚地向我道歉。,He sincerely apologized to me.,Band5,3.1,5
震惊,zhènjīng,"verb: to shock
adjective: shocking",这个震惊的消息让所有人都感到十分震惊。,This shocking news left everyone deeply shocked.,Band5,Unknown,5
珍惜,zhēnxī,verb: to treasure / to cherish,我们要珍惜现在拥有的一切。,We should cherish everything we have now.,Band5,1.3,5
真相,zhēnxiàng,noun: truth; the real situation,我终于知道事情的真相了。,I finally learned the truth of the matter.,Band5,3.1,5
珍珠,zhēnzhū,noun: pearl,她戴着一条珍珠项链。,She is wearing a pearl necklace.,Band5,2.1,5
治安,zhì'ān,noun: public security / law and order,这个城市的治安良好，晚上出门也很安心。,This city has good public security—you can feel safe going out at night.,Band5,Unknown,5
只不过,zhǐbùguò,conjunction/adverb: merely; only; just that,我只不过是开个玩笑而已。,I was only joking.,Band5,2.3,5
指示,zhǐshì,noun/verb: instruction; to instruct,请按照指示操作。,Please follow the instructions.,Band5,3.1,5
之外,zhīwài,noun (phrase): outside of / besides,除了学习之外，他还喜欢打篮球和弹吉他。,"Besides studying, he also enjoys basketball and playing guitar.",Band5,4.7,5
之下,zhīxià,phrase: under; beneath,在老师的指导之下，他进步很快。,"Under the teacher’s guidance, he improved quickly.",Band5,3.1,5
指责,zhǐzé,verb: to criticize / to blame,他做错了事，却还指责别人没帮他。,He made a mistake but still blamed others for not helping him.,Band5,3.1,5
终点,zhōngdiǎn,noun: finish line; destination,他终于跑到了终点。,He finally reached the finish line.,Band5,2.6,5
转换,zhuǎnhuàn,verb: to convert; to switch; to transform,请把文件转换成PDF格式。,Please convert the file into PDF format.,Band5,2.6,5
主办,zhǔbàn,verb: to organize; to host,这场活动由学校主办。,This event is organized by the school.,Band5,3.9,5
祝贺,zhùhè,verb: to congratulate,大家都来祝贺他获得冠军。,Everyone came to congratulate him on winning the championship.,Band5,2.3,5
主体,zhǔtǐ,noun: main body; main part,这栋建筑的主体已经完成。,The main structure of this building has been completed.,Band5,4.3,5
注重,zhùzhòng,verb: to pay attention to; to emphasize,他很注重健康饮食。,He pays great attention to healthy eating.,Band5,3.9,5
自豪,zìháo,adjective / verb: proud (in a positive sense),我为我是这个团队的一员感到非常自豪。,I feel very proud to be a part of this team.,Band5,2.2,5
总算,zǒngsuàn,adverb: finally; at last,我们总算完成了任务。,We finally completed the task.,Band5,3.4,5
尊敬,zūnjìng,verb: to respect,学生们都很尊敬这位认真负责的老师。,The students truly respect this responsible teacher.,Band5,3.7,5
遵守,zūnshǒu,verb: to obey; to comply with,无论在公司还是在学校，都应该遵守规则。,"Whether at work or at school, rules should be followed.",Band5,2.2,5
组织,zǔzhī,noun/verb: organization; to organize,他负责组织这次活动。,He is responsible for organizing this event.,Band5,3.11,5
罢了,bàle,modal particle: just / nothing more than (downplaying tone),我只是提醒你一下罢了，没有别的意思。,"I was just reminding you, nothing more.",Band6,8.5,5
保健,bǎojiàn,noun/verb: health care; to keep healthy,现在很多人注重保健。,Many people now pay attention to health care.,Band6,3.9,5
暴雨,bàoyǔ,noun: rainstorm; heavy rain,昨晚下了一场暴雨。,There was a heavy rainstorm last night.,Band6,3.5,5
本地,běndì,noun/adjective: local; this area,这家餐厅提供很多本地美食。,This restaurant offers many local delicacies.,Band6,2.2,5
奔跑,bēnpǎo,verb: to run quickly; to sprint,孩子们在草地上奔跑。,The children are running across the grass.,Band6,3.7,5
便是,biànshì,phrase/verb: then is; precisely is,努力学习，成功便是你的。,"Study hard, and success will be yours.",Band6,3.11,5
拨打,bōdǎ,verb: to dial; to make a phone call,有问题的话，请拨打这个号码。,"If you have questions, please dial this number.",Band6,2.2,5
不禁,bùjīn,adverb/verb: cannot help but,听到那个笑话后，我不禁笑了出来。,"After hearing that joke, I could not help but laugh.",Band6,2.2,5
补课,bǔkè,verb: to make up lessons; extra classes,他周末要去补课。,He has to attend extra classes on weekends.,Band6,3.9,5
不料,bùliào,conjunction/adverb: unexpectedly,我以为会下雨，不料天气突然放晴。,"I thought it would rain, but unexpectedly the weather cleared up.",Band6,3.11,5
仓库,cāngkù,noun: warehouse / storage,器材全都放在学校的旧仓库里了。,All the equipment is stored in the school’s old warehouse.,Band6,Unknown,5
重建,chóngjiàn,verb: to rebuild; to reconstruct,地震后，人们开始重建家园。,"After the earthquake, people began rebuilding their homes.",Band6,3.4,5
宠物,chǒngwù,noun: pet,她养了一只很可爱的宠物。,She keeps a very cute pet.,Band6,2.6,5
创意,chuàngyì,noun: creativity; creative idea,这个广告很有创意。,This advertisement is very creative.,Band6,2.2,5
厨师,chúshī,noun: chef; cook,那位厨师做菜很好吃。,That chef cooks very delicious food.,Band6,3.7,5
次数,cìshù,noun: number of times / frequency,错误的次数越少，说明你掌握得越好。,"The fewer mistakes you make, the better you’ve mastered it.",Band6,5.1,5
从没,cóngméi,adverb: never,我从没见过这样的风景。,I have never seen scenery like this.,Band6,3.6,5
错过,cuòguò,verb: to miss; to let slip by,我不想错过这次机会。,I do not want to miss this opportunity.,Band6,3.9,5
当天,dàngtiān,noun/adverb: that day; on the same day,他当天就完成了任务。,He completed the task on the same day.,Band6,3.9,5
当作,dàngzuò,verb: to treat as / to regard as,她把写作当作一种放松的方式。,She treats writing as a way to relax.,Band6,2.5,5
担忧,dānyōu,verb: to worry / noun: worry,父母很担忧孩子的安全。,The parents are very worried about their child’s safety.,Band6,2.2,5
电动,diàndòng,adjective: electric-powered,他买了一辆电动自行车。,He bought an electric bicycle.,Band6,3.9,5
电器,diànqì,noun: electrical appliance,这家店卖各种电器。,This shop sells various electrical appliances.,Band6,3.6,5
抵抗,dǐkàng,verb/noun: to resist; resistance,我们必须抵抗不公平的待遇。,We must resist unfair treatment.,Band6,3.8,5
动画,dònghuà,noun: animation; cartoon,这部动画很受小孩子欢迎。,This animation is very popular with children.,Band6,3.8,5
斗争,dòuzhēng,verb/noun: to struggle / fight (literal or figurative),他正在和自己的懒惰进行激烈的斗争。,He’s battling hard against his own laziness.,Band6,Unknown,5
短片,duǎnpiàn,noun: short film; video clip,我昨天看了一部感人的短片。,I watched a touching short film yesterday.,Band6,3.9,5
对抗,duìkàng,verb/noun: to resist; to confront; confrontation,我们必须一起对抗困难。,We must face the difficulties together.,Band6,2.6,5
队伍,duìwǔ,noun: team; line; ranks,门口已经排起了长长的队伍。,A long line has already formed at the entrance.,Band6,2.2,5
犯规,fànguī,"verb: to commit a foul
noun: foul / rule violation",他比赛时多次犯规，最后被罚下场。,He committed multiple fouls during the game and was eventually taken off the court.,Band6,Unknown,5
反抗,fǎnkàng,verb/noun: to resist; resistance,人们开始反抗不公平的制度。,People began resisting the unfair system.,Band6,3.3,5
凡是,fánshì,conjunction: every; any; all that,凡是努力学习的人都会进步。,Anyone who studies hard will improve.,Band6,2.2,5
发起,fāqǐ,verb: to launch; to initiate,学生们发起了一场活动。,The students launched an event.,Band6,2.5,5
愤怒,fènnù,adjective/noun: angry; anger,听到这个消息后，他非常愤怒。,He became very angry after hearing the news.,Band6,3.11,5
歌词,gēcí,noun: lyrics,这首歌的歌词很感人，我听了好几遍。,The lyrics of this song are touching—I’ve listened to it many times.,Band6,Unknown,5
攻击,gōngjī,verb/noun: to attack; attack,那只动物突然攻击了游客。,That animal suddenly attacked the tourists.,Band6,2.5,5
公众,gōngzhòng,noun: the public,新的政策将向公众公布，征求意见。,The new policy will be announced to the public for feedback.,Band6,1.5,5
公主,gōngzhǔ,noun: princess,小女孩梦想成为公主。,The little girl dreams of becoming a princess.,Band6,3.6,5
广阔,guǎngkuò,adjective: vast; wide; expansive,这里有一片广阔的草原。,There is a vast grassland here.,Band6,3.1,5
海浪,hǎilàng,noun: sea wave; ocean wave,海浪不断拍打着岸边。,The sea waves kept crashing against the shore.,Band6,3.5,5
和谐,héxié,adjective: harmonious,他们的关系非常和谐，几乎从不吵架。,Their relationship is very harmonious — they almost never argue.,Band6,2.5,5
幻想,huànxiǎng,noun/verb: fantasy; to fantasize,他常常幻想自己成为英雄。,He often fantasizes about becoming a hero.,Band6,3.6,5
回应,huíyìng,verb/noun: to respond; response,他没有回应我的问题。,He did not respond to my question.,Band6,3.7,5
户外,hùwài,noun: outdoors / adjective: outdoor,很多人喜欢参加户外活动。,Many people like participating in outdoor activities.,Band6,1.3,5
杰出,jiéchū,adjective: outstanding; remarkable,他是一位杰出的科学家。,He is an outstanding scientist.,Band6,3.1,5
截止,jiézhǐ,verb: to close; to end at / noun: deadline,报名截止日期是下星期五。,The registration deadline is next Friday.,Band6,2.2,5
景点,jǐngdiǎn,noun: scenic spot; tourist attraction,这个城市有很多著名景点。,This city has many famous tourist attractions.,Band6,2.3,5
精美,jīngměi,adjective: delicate and beautiful; exquisite,这个礼盒做得非常精美。,This gift box is very exquisitely made.,Band6,3.8,5
惊喜,jīngxǐ,noun: pleasant surprise / verb: to pleasantly surprise,这份礼物给了我很大的惊喜。,This gift gave me a big surprise.,Band6,2.3,5
开关,kāiguān,noun: switch; on-off control,请把电灯开关关掉。,Please turn off the light switch.,Band6,3.6,5
来往,láiwǎng,verb: to interact; to associate with; to come and go,他们两家一直都有来往。,Their two families have always kept in contact.,Band6,2.3,5
理财,lǐcái,"verb: to manage finances
noun: financial management",他开始学习理财，希望通过理财让收入更稳定。,"He started learning financial management, hoping to stabilize his income through it.",Band6,Unknown,5
灵活,línghuó,adjective: flexible / adaptable,他的思维很灵活，总能想到解决问题的新方法。,His thinking is very flexible and he always comes up with new ways to solve problems.,Band6,2.5,5
